	13	76	0	0	0	0	255	0	0	255	255	255	255	255	10	//Panda Ring
	13	46	0	0	0	0	0	0	0	255	255	255	255	255	50	//Devil Square Ticket
	13	47	0	0	0	0	0	0	0	255	255	255	255	255	50	//Blood Castle Ticket
	13	48	0	0	0	0	0	0	0	255	255	255	255	255	50	//Kalima Ticket
end

//==================================================================================================================================
// Recompensa em PCPoints (PCShop) por monstros
//==================================================================================================================================
2
	275	10
	310	20
	311	20
	312	20
	313	20
	314	20
	315	20
	316	20
	317	20
end

//==================================================================================================================================
// Recompensa em WCoins (CashShop) por monstros
//==================================================================================================================================
3
	275	10
	310	20
	311	20
	312	20
	313	20
	314	20
	315	20
	316	20
	317	20
end
